"AGED - 2014 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) FOR PART A AND PART B BY STATE AND COUNTY OF RESIDENCE. (BENEFICIARIES ENROLLED IN PARTS A AND/OR B EXCEPT FOR PUERTO RICO WHERE ENROLLED IN BOTH PARTS A AND B. REIMBURSEMENTS EXCLUDED FOR HOSPICE AND COST CONTRACTS. DATA CELLS WITH LESS THAN 11 BENEFICIARIES HAVE BEEN SUPPRESSED FOR PRIVACY)",,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A TOTAL REIMBURSEMENT W/O IME/DSH/GME,PART A TOTAL PER CAPITA W/O IME/DSH/GME,PART A  IME,PART A  DSH,PART A  GME,PART B  ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B TOTAL PER CAPITA,AGED AND DISABLED MEAN RISK SCORE
04400,ARKANSAS,LITTLE RIVER,"2,038","10,146,948",414.91,"9,806,415",400.98,"90,391","208,631","41,509","1,903","9,257,715",405.40,0.995
04410,ARKANSAS,LOGAN,"3,102","13,835,175",371.67,"13,552,250",364.07,"72,375","196,075","14,473","2,908","11,583,258",331.94,0.900
04420,ARKANSAS,LONOKE,"7,434","29,131,235",326.55,"28,356,201",317.87,"223,691","454,025","97,317","6,875","27,268,022",330.52,0.924
04430,ARKANSAS,MADISON,"2,264","7,171,293",263.96,"6,888,784",253.56,"115,664","121,127","45,716","1,978","7,263,170",306.00,0.872
04440,ARKANSAS,MARION,"2,645","9,057,186",285.36,"8,827,595",278.12,"105,911","102,010","21,668","2,482","9,449,726",317.28,0.921
04450,ARKANSAS,MILLER,"5,196","23,893,728",383.21,"23,033,181",369.41,"219,209","530,687","110,650","4,814","19,286,441",333.86,0.971
04460,ARKANSAS,MISSISSIPPI,"4,691","21,438,389",380.84,"20,516,033",364.46,"251,319","560,358","110,678","4,426","17,789,171",334.94,0.978
04470,ARKANSAS,MONROE,"1,251","5,492,549",365.88,"5,290,560",352.42,"65,436","108,800","27,753","1,187","4,735,154",332.43,0.966
04480,ARKANSAS,MONTGOMERY,"1,523","5,642,593",308.74,"5,531,473",302.66,"35,801","66,030","9,288","1,428","4,877,085",284.61,0.930
04490,ARKANSAS,NEVADA,"1,231","4,790,967",324.33,"4,671,643",316.25,"38,120","61,777","19,426","1,164","4,415,247",316.10,0.950
04500,ARKANSAS,NEWTON,"1,218","3,378,579",231.16,"3,267,392",223.55,"40,266","59,267","11,653","1,129","3,650,121",269.42,0.836
04510,ARKANSAS,OUACHITA,"3,483","14,005,878",335.10,"13,605,066",325.51,"125,259","227,732","47,821","3,248","13,623,381",349.53,0.933
04520,ARKANSAS,PERRY,"1,614","5,104,139",263.53,"4,942,322",255.18,"51,140","87,730","22,947","1,490","5,562,510",311.10,0.934
04530,ARKANSAS,PHILLIPS,"2,474","9,661,672",325.44,"9,235,061",311.07,"129,825","243,122","53,663","2,315","8,345,056",300.40,0.949
04540,ARKANSAS,PIKE,"1,661","6,275,376",314.84,"6,143,949",308.25,"33,664","82,678","15,084","1,566","5,982,042",318.33,0.914
04550,ARKANSAS,POINSETT,"3,392","14,874,502",365.43,"14,310,035",351.56,"162,194","329,445","72,827","3,239","14,113,251",363.11,1.002
04560,ARKANSAS,POLK,"3,722","14,228,964",318.58,"13,914,651",311.54,"83,777","202,325","28,210","3,472","13,179,424",316.33,0.880
04570,ARKANSAS,POPE,"7,203","27,198,245",314.66,"26,376,063",305.15,"208,459","545,619","68,104","6,771","26,558,764",326.87,0.950
04580,ARKANSAS,PRAIRIE,"1,423","5,292,921",309.96,"5,139,165",300.96,"35,950","100,455","17,350","1,360","5,390,298",330.29,0.955
04590,ARKANSAS,PULASKI,"48,817","177,690,719",303.33,"170,211,343",290.56,"2,839,190","3,329,019","1,311,164","43,371","172,986,000",332.38,0.957
04600,ARKANSAS,RANDOLPH,"2,401","8,982,547",311.76,"8,683,760",301.39,"101,615","158,995","38,176","2,271","9,710,976",356.34,0.913
04610,ARKANSAS,ST. FRANCIS,"3,103","12,005,605",322.42,"11,296,399",303.37,"295,937","313,441","99,826","2,911","11,706,624",335.13,0.933
04620,ARKANSAS,SALINE,"7,056","29,237,500",345.30,"28,373,645",335.10,"285,169","461,392","117,292","6,612","30,143,684",379.91,1.017
04630,ARKANSAS,SCOTT,"1,457","5,711,633",326.68,"5,566,803",318.39,"47,670","85,168","11,991","1,350","5,444,559",336.08,0.907
04640,ARKANSAS,SEARCY,"1,492","4,666,492",260.64,"4,520,458",252.48,"52,368","72,919","20,745","1,394","5,392,670",322.37,0.907
04650,ARKANSAS,SEBASTIAN,"12,706","52,094,276",341.66,"50,365,393",330.33,"543,754","1,050,068","135,059","11,565","45,493,611",327.81,0.971
04660,ARKANSAS,SEVIER,"1,946","8,319,899",356.28,"8,096,964",346.74,"53,829","144,073","25,031","1,817","8,581,573",393.58,0.979
04670,ARKANSAS,SHARP,"3,515","14,156,680",335.63,"13,696,083",324.71,"78,299","355,936","26,360","3,354","15,261,046",379.18,0.956
04680,ARKANSAS,STONE,"2,463","8,999,658",304.50,"8,757,410",296.30,"80,003","140,109","22,134","2,323","10,517,381",377.29,0.933
04690,ARKANSAS,UNION,"6,211","22,913,428",307.43,"22,047,211",295.81,"362,919","365,799","137,498","5,856","23,245,937",330.80,0.942
04700,ARKANSAS,VAN BUREN,"3,049","9,043,829",247.18,"8,782,166",240.03,"101,220","132,512","27,929","2,864","13,727,189",399.42,0.904
04710,ARKANSAS,WASHINGTON,"19,032","62,640,116",274.28,"60,239,752",263.77,"1,060,819","923,971","415,573","16,771","64,599,589",320.99,0.918
04720,ARKANSAS,WHITE,"10,833","44,090,414",339.17,"42,835,490",329.51,"210,535","962,572","81,817","10,116","40,371,962",332.58,0.959
04730,ARKANSAS,WOODRUFF,"1,229","5,420,061",367.51,"5,226,604",354.39,"51,944","126,544","14,968","1,159","5,397,343",388.07,0.997
04740,ARKANSAS,YELL,"2,882","12,776,825",369.44,"12,461,117",360.31,"79,618","205,415","30,673","2,698","11,532,158",356.19,1.027
05000,CALIFORNIA,ALAMEDA,"93,472","436,677,702",389.31,"412,612,485",367.86,"8,887,976","11,902,781","3,274,460","82,398","372,503,770",376.73,0.985
05010,CALIFORNIA,ALPINE,160,"454,378",236.66,"443,670",231.08,"6,072","3,482","1,152",150,"457,615",254.23,0.806
05020,CALIFORNIA,AMADOR,"6,801","30,078,857",368.56,"28,792,201",352.79,"491,300","707,678","87,677","6,358","27,828,964",364.75,0.869
05030,CALIFORNIA,BUTTE,"36,031","177,003,004",409.38,"169,638,997",392.35,"2,007,688","5,041,327","314,990","34,531","148,483,122",358.33,1.024
05040,CALIFORNIA,CALAVERAS,"8,630","36,368,610",351.18,"34,827,980",336.31,"678,896","748,815","112,917","8,059","34,553,196",357.29,0.862
05050,CALIFORNIA,COLUSA,"2,590","11,827,593",380.55,"11,010,540",354.26,"477,599","284,157","55,295","2,433","9,672,038",331.28,0.912
05060,CALIFORNIA,CONTRA COSTA,"75,737","328,110,691",361.02,"315,236,330",346.85,"5,565,851","5,305,231","2,003,277","64,796","301,131,370",387.28,0.957
05070,CALIFORNIA,DEL NORTE,"3,890","16,622,775",356.10,"16,093,185",344.76,"171,181","334,375","24,032","3,714","15,754,417",353.49,0.978
05080,CALIFORNIA,EL DORADO,"20,653","83,989,015",338.89,"80,472,533",324.70,"1,476,569","1,760,563","279,349","18,485","86,749,380",391.08,0.911
05090,CALIFORNIA,FRESNO,"67,815","268,966,128",330.51,"250,859,973",308.27,"6,665,306","9,658,294","1,782,553","63,740","308,118,595",402.83,1.006
05100,CALIFORNIA,GLENN,"3,952","18,801,411",396.45,"18,079,833",381.24,"287,235","400,855","33,486","3,804","16,181,239",354.48,0.940
05110,CALIFORNIA,HUMBOLDT,"19,033","75,570,526",330.87,"72,130,011",315.81,"1,448,251","1,783,087","209,176","17,981","66,005,943",305.91,0.901
05120,CALIFORNIA,IMPERIAL,"18,662","77,780,091",347.32,"72,283,449",322.77,"1,974,151","3,168,630","353,861","17,300","84,131,220",405.26,1.159
05130,CALIFORNIA,INYO,"2,609","14,593,023",466.11,"14,321,127",457.43,"121,782","114,525","35,587","2,504","13,270,665",441.65,0.878
05140,CALIFORNIA,KERN,"48,700","227,189,814",388.76,"214,648,103",367.30,"3,083,755","8,644,191","813,763","44,894","225,830,840",419.19,1.045
05150,CALIFORNIA,KINGS,"10,439","39,135,692",312.42,"36,709,003",293.04,"627,908","1,558,613","240,166","9,841","48,042,346",406.82,0.976
05160,CALIFORNIA,LAKE,"11,503","59,843,818",433.54,"57,579,215",417.13,"940,017","1,069,381","255,203","10,818","47,481,733",365.76,1.006
05170,CALIFORNIA,LASSEN,"3,536","15,118,584",356.30,"14,569,810",343.37,"277,467","211,000","60,306","3,284","14,574,020",369.82,0.891
05200,CALIFORNIA,LOS ANGELES,"576,664","3,239,015,602",468.07,"3,021,188,551",436.59,"75,651,023","112,247,415","29,928,613","525,827","3,019,911,506",478.60,1.169
05300,CALIFORNIA,MADERA,"12,533","46,132,409",306.74,"43,069,925",286.38,"991,454","1,808,570","262,458","11,433","49,357,017",359.76,1.001
05310,CALIFORNIA,MARIN,"30,466","121,955,115",333.58,"115,579,200",316.14,"3,752,566","1,791,696","831,652","26,533","125,400,122",393.85,0.884
05320,CALIFORNIA,MARIPOSA,"3,366","14,118,394",349.53,"13,252,525",328.10,"371,768","405,918","88,181","3,139","14,651,951",388.98,0.848
05330,CALIFORNIA,MENDOCINO,"14,909","63,021,611",352.26,"59,706,136",333.73,"1,665,060","1,339,540","310,873","14,056","52,053,546",308.61,0.893
05340,CALIFORNIA,MERCED,"23,030","109,080,230",394.70,"100,925,960",365.20,"3,281,272","3,766,854","1,106,141","21,754","95,385,638",365.40,1.048
05350,CALIFORNIA,MODOC,"1,673","5,222,246",260.12,"4,987,603",248.44,"116,980","88,846","28,816","1,591","6,667,827",349.25,0.832
05360,CALIFORNIA,MONO,"2,132","9,059,920",354.12,"8,860,326",346.32,"107,670","60,178","31,743","1,970","9,470,517",400.61,0.753
05370,CALIFORNIA,MONTEREY,"46,754","200,624,931",357.59,"193,792,654",345.41,"2,901,218","3,245,660","685,398","42,915","174,534,083",338.91,0.921
05380,CALIFORNIA,NAPA,"14,214","59,258,761",347.42,"57,024,611",334.32,"859,742","1,165,207","209,199","12,230","63,540,349",432.95,0.987
05390,CALIFORNIA,NEVADA,"17,274","60,608,309",292.39,"58,141,269",280.49,"1,123,562","1,153,776","189,699","16,279","67,532,952",345.71,0.875
05400,CALIFORNIA,ORANGE,"207,047","848,135,243",341.36,"810,179,064",326.09,"14,867,037","18,946,481","4,142,661","178,334","973,587,062",454.95,1.062
05410,CALIFORNIA,PLACER,"34,490","123,986,819",299.57,"118,962,147",287.43,"2,215,866","2,384,440","424,366","30,734","134,853,534",365.65,0.926
05420,CALIFORNIA,PLUMAS,"4,189","15,236,429",303.10,"14,685,767",292.15,"263,006","234,229","53,425","3,946","17,905,745",378.14,0.848
05430,CALIFORNIA,RIVERSIDE,"118,236","502,844,024",354.41,"479,419,485",337.90,"8,918,285","11,851,467","2,654,787","104,994","524,813,531",416.54,1.034
05440,CALIFORNIA,SACRAMENTO,"85,482","376,666,040",367.20,"346,512,910",337.80,"13,845,593","12,954,451","3,353,085","78,996","304,779,353",321.51,0.986
05450,CALIFORNIA,SAN BENITO,"5,660","25,009,507",368.22,"23,612,664",347.65,"764,206","537,898","94,737","5,170","21,924,493",353.39,0.909
05460,CALIFORNIA,SAN BERNARDINO,"82,067","406,864,537",413.14,"381,364,375",387.25,"8,558,760","13,387,938","3,553,464","71,192","306,537,550",358.82,1.097
05470,CALIFORNIA,SAN DIEGO,"209,683","837,826,833",332.97,"792,651,537",315.02,"18,847,193","20,340,107","5,987,993","182,898","816,099,711",371.84,0.997
05480,CALIFORNIA,SAN FRANCISCO,"65,526","310,287,700",394.61,"272,298,821",346.30,"21,664,065","8,594,627","7,730,185","59,562","245,702,536",343.76,1.074
05490,CALIFORNIA,SAN JOAQUIN,"47,104","225,400,303",398.76,"213,037,710",376.89,"4,450,653","7,081,578","830,362","44,498","182,581,893",341.93,1.001
05500,CALIFORNIA,SAN LUIS OBISPO,"41,197","128,525,439",259.98,"122,512,968",247.82,"2,850,661","2,685,016","476,791","38,963","175,013,589",374.32,0.897
05510,CALIFORNIA,SAN MATEO,"59,150","207,498,135",292.33,"192,408,931",271.07,"10,262,712","2,592,353","2,234,137","49,614","222,917,496",374.42,0.893
05520,CALIFORNIA,SANTA BARBARA,"49,656","167,492,473",281.09,"158,646,337",266.24,"3,943,722","3,826,302","1,076,110","46,174","210,180,360",379.33,0.974
05530,CALIFORNIA,SANTA CLARA,"126,570","512,378,663",337.35,"473,958,227",312.05,"20,008,831","12,875,187","5,536,417","113,244","513,026,726",377.52,0.950
05540,CALIFORNIA,SANTA CRUZ,"32,340","125,778,619",324.10,"119,067,663",306.81,"2,759,888","3,477,994","473,072","29,507","121,809,915",344.01,0.916
05550,CALIFORNIA,SHASTA,"31,516","148,171,795",391.79,"141,036,881",372.92,"3,049,884","3,456,498","628,531","30,151","135,686,809",375.02,0.951
05560,CALIFORNIA,SIERRA,672,"2,898,348",359.42,"2,832,300",351.23,"17,264","43,487","5,296",629,"2,899,051",384.08,0.926
05570,CALIFORNIA,SISKIYOU,"9,150","30,577,514",278.48,"29,471,623",268.41,"562,195","426,702","116,992","8,616","34,371,126",332.44,0.845
05580,CALIFORNIA,SOLANO,"28,639","112,585,185",327.60,"107,386,049",312.47,"1,744,631","3,022,936","431,567","23,320","92,865,522",331.85,0.880
05590,CALIFORNIA,SONOMA,"46,215","186,002,861",335.39,"175,344,799",316.18,"5,516,980","3,635,155","1,505,925","40,610","179,305,775",367.94,0.948
05600,CALIFORNIA,STANISLAUS,"32,921","152,729,243",386.61,"144,423,323",365.58,"2,954,935","4,723,089","627,894","30,985","133,039,762",357.81,1.006
05610,CALIFORNIA,SUTTER,"12,183","52,169,109",356.84,"50,114,406",342.79,"724,962","1,216,167","113,573","11,916","50,337,259",352.03,0.994
05620,CALIFORNIA,TEHAMA,"9,125","34,665,071",316.58,"33,333,349",304.41,"449,042","797,941","84,737","8,731","37,222,885",355.28,0.897
05630,CALIFORNIA,TRINITY,"4,839","19,675,507",338.84,"18,711,489",322.23,"448,468","428,963","86,585","4,576","18,065,974",329.00,0.889
05640,CALIFORNIA,TULARE,"38,342","146,235,952",317.83,"136,427,142",296.51,"2,848,649","6,318,218","641,943","36,326","160,217,188",367.54,0.995
05650,CALIFORNIA,TUOLUMNE,"11,483","47,399,203",343.98,"45,141,723",327.60,"1,052,090","1,041,223","164,167","10,872","52,053,211",398.99,0.957
05660,CALIFORNIA,VENTURA,"76,957","300,459,198",325.35,"288,784,429",312.71,"4,875,691","5,399,453","1,399,624","68,379","364,582,938",444.32,0.992
05670,CALIFORNIA,YOLO,"12,103","40,073,888",275.92,"36,798,628",253.37,"1,689,578","1,256,133","329,548","10,402","38,576,608",309.05,0.905
05680,CALIFORNIA,YUBA,"7,394","33,765,836",380.55,"32,416,315",365.34,"474,371","805,464","69,685","7,038","28,928,545",342.53,0.985
06000,COLORADO,ADAMS,"18,287","72,029,187",328.23,"66,355,306",302.38,"3,431,357","1,198,457","1,044,065","15,179","63,627,128",349.32,0.965
06010,COLORADO,ALAMOSA,"1,539","5,286,590",286.26,"5,099,530",276.13,"62,443","93,023","31,593","1,446","5,144,677",296.49,0.908
06020,COLORADO,ARAPAHOE,"42,013","145,745,432",289.09,"138,172,908",274.07,"4,787,131","1,378,813","1,406,579","35,648","163,714,556",382.71,0.928
06030,COLORADO,ARCHULETA,"2,251","5,995,167",221.94,"5,805,964",214.94,"94,470","68,084","26,648","2,093","8,512,021",338.91,0.725
06040,COLORADO,BACA,857,"4,019,177",390.82,"3,929,449",382.09,"29,823","36,615","23,289",815,"4,310,972",440.79,0.947
06050,COLORADO,BENT,696,"1,889,829",226.27,"1,829,958",219.10,"7,191","43,727","8,951",601,"2,064,386",286.24,0.991
06060,COLORADO,BOULDER,"25,042","70,110,823",233.31,"68,409,937",227.65,"885,400","577,183","238,303","21,909","94,688,454",360.16,0.873
06070,COLORADO,CHAFFEE,"3,330","10,352,920",259.08,"10,095,316",252.64,"158,501","68,795","30,305","3,147","13,270,174",351.40,0.787
06080,COLORADO,CHEYENNE,259,"1,094,146",352.04,"1,081,538",347.99,"5,064","6,320","1,223",241,"1,176,991",406.98,0.905
06090,COLORADO,CLEAR CREEK,551,"1,356,482",205.15,"1,311,462",198.35,"16,818","21,056","7,144",451,"1,487,435",274.84,0.863
06100,COLORADO,CONEJOS,820,"2,906,063",295.33,"2,808,339",285.40,"29,614","51,214","16,895",780,"3,017,950",322.43,0.894
06110,COLORADO,COSTILLA,600,"1,258,865",174.84,"1,207,747",167.74,"17,682","23,930","9,505",558,"1,432,729",213.97,0.813
06120,COLORADO,CROWLEY,476,"1,981,419",346.89,"1,863,876",326.31,"62,918","36,795","17,828",436,"1,755,884",335.60,0.975
06130,COLORADO,CUSTER,948,"2,154,497",189.39,"2,051,766",180.36,"36,363","42,939","23,428",864,"2,765,759",266.76,0.779
06140,COLORADO,DELTA,"5,169","12,217,283",196.96,"11,826,367",190.66,"174,965","165,732","50,217","4,770","15,809,341",276.19,0.798
06150,COLORADO,DENVER,"33,265","126,735,667",317.49,"116,675,214",292.29,"5,510,824","2,041,163","2,508,465","29,532","127,213,881",358.97,0.980
06160,COLORADO,DOLORES,340,"1,249,303",306.20,"1,212,443",297.17,"19,009","13,143","4,707",322,"1,303,359",337.31,0.836
06170,COLORADO,DOUGLAS,"11,217","36,541,765",271.48,"35,483,144",263.61,"675,663","192,732","190,226","9,548","42,757,963",373.18,0.849
06180,COLORADO,EAGLE,"3,471","8,706,650",209.03,"8,286,562",198.95,"245,860","114,875","59,352","3,102","13,108,126",352.14,0.706
06190,COLORADO,ELBERT,"2,268","5,564,156",204.44,"5,410,385",198.79,"72,612","49,562","31,597","1,977","7,738,636",326.19,0.817
06200,COLORADO,EL PASO,"50,412","157,860,784",260.95,"153,414,916",253.60,"1,521,174","2,581,385","343,306","46,000","191,568,671",347.04,0.900
06210,COLORADO,FREMONT,"6,246","19,509,237",260.29,"18,915,467",252.37,"231,380","282,981","79,408","5,790","21,191,882",305.01,0.934
06220,COLORADO,GARFIELD,"5,595","17,955,833",267.44,"17,327,523",258.08,"330,180","238,084","60,045","5,084","21,707,990",355.82,0.819
06230,COLORADO,GILPIN,317,"837,179",220.08,"787,932",207.13,"30,468","11,891","6,887",250,"1,010,580",336.86,0.771
06240,COLORADO,GRAND,"1,550","5,594,956",300.80,"5,406,997",290.70,"110,299","40,399","37,259","1,427","6,269,958",366.15,0.762
06250,COLORADO,GUNNISON,"1,484","3,646,373",204.76,"3,482,346",195.55,"97,676","40,051","26,299","1,393","5,487,063",328.25,0.759
06260,COLORADO,HINSDALE,168,"318,251",157.86,"307,236",152.40,"3,473","5,791","1,750",155,"472,759",254.17,0.643
06270,COLORADO,HUERFANO,"1,329","2,957,488",185.45,"2,851,869",178.82,"36,836","46,773","22,008","1,263","4,611,745",304.29,0.882
06280,COLORADO,JACKSON,262,"1,096,210",348.67,"1,072,686",341.19,"13,243","7,163","3,117",247,"1,042,156",351.60,0.746
06290,COLORADO,JEFFERSON,"35,169","111,254,555",263.62,"106,941,915",253.40,"2,141,296","1,246,009","925,335","28,319","128,438,422",377.95,0.952
06300,COLORADO,KIOWA,283,"1,500,412",441.82,"1,475,066",434.35,"10,868","10,757","3,720",265,"1,375,814",432.65,0.932
06310,COLORADO,KIT CARSON,"1,184","5,578,327",392.62,"5,398,963",379.99,"89,211","44,331","45,822","1,127","5,954,114",440.26,0.843
06320,COLORADO,LAKE,595,"1,883,676",263.82,"1,824,502",255.53,"28,623","18,971","11,578",549,"2,428,635",368.65,0.874
06330,COLORADO,LA PLATA,"6,632","18,624,136",234.02,"18,186,002",228.51,"182,444","212,186","43,503","6,092","23,263,875",318.23,0.838
06340,COLORADO,LARIMER,"30,889","91,207,100",246.06,"88,197,978",237.94,"1,723,380","842,239","443,502","28,088","116,417,489",345.40,0.864
06350,COLORADO,LAS ANIMAS,"2,372","9,590,091",336.92,"9,327,559",327.70,"81,634","126,570","54,326","2,247","8,614,823",319.49,0.857
06360,COLORADO,LINCOLN,757,"3,535,168",389.16,"3,395,126",373.75,"78,178","43,086","18,777",716,"4,204,271",489.32,1.012
06370,COLORADO,LOGAN,"2,742","11,237,270",341.52,"10,846,416",329.64,"210,106","124,174","56,572","2,601","11,083,179",355.09,0.888
06380,COLORADO,MESA,"15,113","41,622,956",229.51,"39,807,786",219.50,"826,747","632,872","355,550","13,316","41,609,629",260.40,0.824
06390,COLORADO,MINERAL,173,"414,237",199.54,"406,299",195.71,"1,993","4,886","1,057",162,"489,759",251.93,0.717
06400,COLORADO,MOFFAT,"1,459","6,546,067",373.89,"6,409,472",366.09,"64,152","49,437","23,006","1,342","6,373,653",395.78,0.843
06410,COLORADO,MONTEZUMA,"4,014","9,916,282",205.87,"9,634,977",200.03,"140,788","108,127","32,388","3,709","13,595,749",305.47,0.839
06420,COLORADO,MONTROSE,"6,393","17,066,945",222.47,"16,405,732",213.85,"317,024","273,137","71,050","5,917","20,599,595",290.12,0.801
06430,COLORADO,MORGAN,"3,432","13,553,867",329.11,"13,045,628",316.76,"263,225","172,183","72,829","3,230","14,112,763",364.11,0.933
06440,COLORADO,OTERO,"2,919","10,913,186",311.56,"10,533,474",300.72,"123,859","199,288","56,563","2,751","9,981,340",302.35,1.013
06450,COLORADO,OURAY,710,"1,414,218",165.99,"1,343,790",157.72,"31,865","24,753","13,809",670,"2,124,380",264.23,0.671
06460,COLORADO,PARK,"1,538","3,721,188",201.62,"3,633,451",196.87,"35,204","36,708","15,823","1,314","4,673,630",296.40,0.742
06470,COLORADO,PHILLIPS,845,"5,312,196",523.89,"5,157,151",508.59,"94,190","40,345","20,509",800,"5,449,036",567.61,0.924
06480,COLORADO,PITKIN,"1,902","5,765,941",252.63,"5,558,731",243.55,"135,619","40,300","31,290","1,743","10,517,874",502.86,0.751
06490,COLORADO,PROWERS,"1,800","7,168,056",331.85,"6,979,013",323.10,"76,524","82,942","29,575","1,715","7,647,728",371.61,0.921
06500,COLORADO,PUEBLO,"16,332","58,201,175",296.97,"55,155,185",281.43,"994,322","1,303,721","747,946","15,105","63,408,951",349.82,1.008
06510,COLORADO,RIO BLANCO,675,"3,683,909",454.80,"3,593,058",443.59,"46,560","31,118","13,171",622,"3,464,620",464.18,0.864
06520,COLORADO,RIO GRANDE,"1,594","6,424,876",335.89,"6,204,914",324.39,"84,515","106,791","28,656","1,519","6,114,342",335.44,0.821
06530,COLORADO,ROUTT,"2,349","6,707,313",237.95,"6,452,991",228.93,"157,965","56,212","40,144","2,184","8,349,561",318.59,0.715
06540,COLORADO,SAGUACHE,786,"2,034,360",215.69,"1,960,767",207.88,"29,323","32,236","12,032",732,"2,133,268",242.86,0.776
06550,COLORADO,SAN JUAN,110,"120,276",91.12,"114,359",86.64,"2,132","2,457","1,326",106,"276,429",217.32,0.814
06560,COLORADO,SAN MIGUEL,635,"1,606,287",210.80,"1,497,686",196.55,"60,738","28,386","19,475",561,"2,008,958",298.42,0.692
06570,COLORADO,SEDGWICK,531,"1,824,077",286.26,"1,793,893",281.53,"14,349","9,111","6,722",494,"2,210,785",372.94,0.821
06580,COLORADO,SUMMIT,"2,229","5,431,918",203.08,"5,177,756",193.58,"148,612","72,040","33,508","2,028","7,241,094",297.55,0.664
06590,COLORADO,TELLER,"2,652","7,880,533",247.63,"7,619,837",239.44,"115,237","114,072","31,387","2,343","9,087,159",323.20,0.772
06600,COLORADO,WASHINGTON,790,"3,330,603",351.33,"3,188,060",336.29,"76,972","40,503","25,067",735,"3,790,786",429.79,0.898
06610,COLORADO,WELD,"19,120","69,591,792",303.31,"65,647,888",286.12,"2,012,043","1,120,131","811,728","17,395","72,922,858",349.35,0.925
06620,COLORADO,YUMA,"1,524","8,065,853",441.05,"7,858,367",429.70,"119,281","54,116","34,087","1,457","8,591,917",491.42,0.884
06630,COLORADO,BROOMFIELD,"4,467","10,175,128",189.82,"9,678,655",180.56,"290,522","123,918","82,032","3,585","14,623,538",339.92,0.841
07000,CONNECTICUT,FAIRFIELD,"99,697","491,999,190",411.25,"440,347,110",368.07,"31,622,859","7,103,626","12,925,596","86,973","463,049,283",443.67,1.038
07010,CONNECTICUT,HARTFORD,"95,668","477,534,218",415.96,"417,550,378",363.71,"38,936,303","7,552,326","13,495,210","84,657","413,057,390",406.60,1.071
07020,CONNECTICUT,LITCHFIELD,"26,167","121,093,635",385.64,"112,131,590",357.10,"5,845,715","1,312,607","1,803,721","23,363","117,256,361",418.24,1.028
07030,CONNECTICUT,MIDDLESEX,"20,970","95,968,543",381.37,"87,028,347",345.84,"5,793,283","1,139,132","2,007,779","18,363","93,630,803",424.91,1.026
07040,CONNECTICUT,NEW HAVEN,"91,027","505,394,580",462.68,"439,410,197",402.27,"43,724,347","9,085,682","13,174,354","78,065","417,766,414",445.96,1.102
07050,CONNECTICUT,NEW LONDON,"34,519","165,205,258",398.83,"155,200,573",374.67,"6,091,974","2,601,194","1,311,517","30,716","161,371,487",437.81,1.089
07060,CONNECTICUT,TOLLAND,"14,589","63,524,608",362.86,"58,366,807",333.40,"3,450,635","751,406","955,759","12,863","62,611,597",405.63,0.998
07070,CONNECTICUT,WINDHAM,"12,981","68,302,211",438.48,"63,147,375",405.38,"3,245,658","1,061,638","847,539","11,557","58,499,698",421.82,1.070
08000,DELAWARE,KENT,"22,713","98,760,402",362.35,"94,047,461",345.06,"1,913,844","2,064,628","734,465","21,480","106,186,275",411.96,1.014
08010,DELAWARE,NEW CASTLE,"65,113","278,631,805",356.60,"251,657,874",322.08,"16,214,822","4,501,786","6,257,322","59,609","273,681,681",382.61,0.991
08020,DELAWARE,SUSSEX,"47,112","191,351,817",338.47,"186,106,016",329.19,"2,293,458","1,981,245","971,096","44,616","222,203,288",415.03,0.978
09000,DISTRICT OF COLUMBIA,THE DISTRICT,"59,315","270,644,368",380.24,"234,555,316",329.53,"19,815,370","5,901,942","10,371,739","48,228","207,477,686",358.50,1.066
10000,FLORIDA,ALACHUA,"27,529","114,777,264",347.44,"102,891,104",311.46,"6,526,053","2,242,820","3,117,286","24,190","116,039,716",399.75,0.980
10010,FLORIDA,BAKER,"2,376","11,372,205",398.86,"10,852,757",380.64,"237,950","168,698","112,798","2,218","13,279,143",498.92,1.027
10020,FLORIDA,BAY,"23,857","100,714,822",351.80,"97,919,004",342.03,"502,276","2,140,747","152,793","22,447","123,084,006",456.94,1.033
10030,FLORIDA,BRADFORD,"2,885","13,862,718",400.43,"12,623,575",364.63,"712,512","224,828","301,801","2,650","12,907,452",405.89,1.045
10040,FLORIDA,BREVARD,"75,646","291,611,995",321.25,"286,278,182",315.37,"1,819,570","2,870,606","643,636","69,871","369,794,536",441.04,1.065
10050,FLORIDA,BROWARD,"114,073","521,914,352",381.27,"501,300,975",366.21,"5,944,151","11,446,932","3,222,293","97,046","636,977,319",546.97,1.130
10060,FLORIDA,CALHOUN,"1,527","7,174,165",391.52,"7,030,714",383.69,"34,979","94,961","13,509","1,449","7,237,481",416.23,1.081
10070,FLORIDA,CHARLOTTE,"33,140","127,226,203",319.92,"124,955,093",314.21,"994,064","943,885","333,160","31,537","183,446,181",484.74,1.071
10080,FLORIDA,CITRUS,"29,026","109,107,984",313.25,"106,278,275",305.12,"1,498,042","798,945","532,720","27,613","148,918,140",449.42,1.032
